SINGLE/CLUMP,Photos date,IPAM date,microPAM Date,Species,Crosstype,Lifestage,Year,Timepoint,Temp2,Temp,Treatment,Tank,Cassette,Plate.Slide,Well,Mom,Dad,Family,Genetic,Recruit,Survival T6,F microPAM,Fm' microPAM,YII_micro,F (IPAM),Fm' (IPAM),Y(II) (IPAM),IndID,Cone,popcross
C,19.04.21,12.04.21,14.04.21,A.ten,IndivCross,Juvenile,2021,T6,32C,HOT,SS,16,360,1580,D,Jewell5,Palms4,Jewell5xPalms4,T.F45,1,1,0.1216,0.2088,0.418,0.1863,0.3735,0.501,16.360.1580.1,C34,JEWxPAL
C,19.04.21,12.04.21,14.04.21,A.ten,IndivCross,Juvenile,2021,T6,32C,HOT,SS,16,360,1686,A,Jewell7,Davies1,Jewell7xDavies1,T.F62,1,1,0.1578,0.2603,0.394,0.2275,0.4176,0.455,16.360.1686.1,C38,JEWxDAV
S,19.04.21,12.04.21,14.04.21,A.ten,IndivCross,Juvenile,2021,T6,32C,HOT,SS,16,411,2956,A,Jewell8,Davies6,Jewell8xDavies6,T.F18,5,1,0.1142,0.1828,0.375,0.1725,0.325,0.469,16.411.2956.5,C87,JEWxDAV
C,19.04.21,12.04.21,14.04.21,A.ten,IndivCross,Juvenile,2021,T6,32C,HOT,SS,16,411,1676,C,Switzer2,Davies6,Switzer2xDavies6,T.F28,5*,0,0.0338,0.0765,0.558,0.0971,0.2064,0.53,16.411.1676.5*,C98,SWIxDAV
C,19.04.21,12.04.21,14.04.21,A.ten,IndivCross,Juvenile,2021,T6,32C,HOT,SS,16,411,2340,D,Palms4,Davies1,Palms4xDavies1,T.F36,6,0,0.1123,0.1931,0.419,0.2191,0.4324,0.493,16.411.2340.6,C81,PALxDAV
C,19.04.21,12.04.21,14.04.21,A.ten,IndivCross,Juvenile,2021,T6,32C,HOT,SS,16,411,1268,B,Jewell6,Palms1,Jewell6xPalms1,T.F38,2,1,0.0848,0.1598,0.469,0.1819,0.4093,0.556,16.411.1268.2,C31,JEWxPAL
C,19.04.21,12.04.21,14.04.21,A.ten,IndivCross,Juvenile,2021,T6,32C,HOT,SS,16,339,2743,B,Jewell8,Davies13,Jewell8xDavies13,T.F65,1,1,0.1338,0.2348,0.43,0.1559,0.3064,0.491,16.339.2743.1,C62,JEWxDAV
C,19.04.21,12.04.21,14.04.21,A.ten,IndivCross,Juvenile,2021,T6,32C,HOT,SS,16,339,1240,A,Jewell2,Palms1,Jewell2xPalms1,T.F39,2*,1,0.0735,0.123,0.402,0.126,0.2353,0.465,16.339.1240.2*,C30,JEWxPAL
C,19.04.21,12.04.21,14.04.21,A.ten,IndivCross,Juvenile,2021,T6,32C,HOT,SS,16,339,1489,C,Jewell8,Jewell3,Jewell8xJewell3,T.F68,2,1,0.1108,0.1902,0.418,0.1343,0.2574,0.478,16.339.1489.2,C100,JEWxJEW
S,19.04.21,12.04.21,14.04.21,A.ten,IndivCross,Juvenile,2021,T6,32C,HOT,SS,16,339,2872,C,Parke4,Parke2,Parke4xParke2,T.F5,3*,0,0.0088,0.0157,0,0.0471,0.1,0.529,16.339.2872.3*,C76,PARxPAR
C,19.04.21,12.04.21,14.04.21,A.ten,IndivCross,Juvenile,2021,T6,32C,HOT,SS,16,339,1912,A,Palms5,Palms4,Palms5xPalms4,T.F34,1,1,0.1108,0.1853,0.402,0.0951,0.1657,0.426,16.339.1912.1,C79,PALxPAL
S,19.04.21,12.04.21,14.04.21,A.ten,IndivCross,Juvenile,2021,T6,32C,HOT,SS,16,405,2868,D,Palms2,Davies1,Palms2xDavies1,T.F37,3*,1,0.1485,0.2549,0.417,0.1495,0.3284,0.545,16.405.2868.3*,C84,PALxDAV
S,19.04.21,12.04.21,14.04.21,A.ten,BulkCross,Juvenile,2021,T6,32C,HOT,SS,16,405,2393,B,Parke6Bulk,Davies6Bulk,Parke6bulkxDavies6bulk,Model3rep1,4*,1,0.1289,0.1441,0.105,0.1172,0.2578,0.546,16.405.2393.4*,C5,PARxDAV
S,19.04.21,12.04.21,14.04.21,A.ten,IndivCross,Juvenile,2021,T6,32C,HOT,SS,16,405,1680,C,Jewell3,Davies1,Jewell3xDavies1,T.F58,1,1,0.1564,0.2711,0.423,0.1711,0.3672,0.534,16.405.1680.1,C101,JEWxDAV
C,19.04.21,12.04.21,14.04.21,A.ten,IndivCross,Juvenile,2021,T6,32C,HOT,SS,16,405,2996,A,Parke5,Parke4,Parke5xParke4,T.F6,1,1,0.1725,0.2623,0.342,0.2574,0.4711,0.454,16.405.2996.1,C83,PARxPAR
C,19.04.21,12.04.21,14.04.21,A.ten,IndivCross,Juvenile,2021,T6,32C,HOT,SS,16,405,2888,A,Jewell8,Davies1,Jewell8xDavies1,T.F64,1,1,0.174,0.2784,0.375,0.1603,0.302,0.469,16.405.2888.1,C65,JEWxDAV
C,19.04.21,12.04.21,14.04.21,A.ten,IndivCross,Juvenile,2021,T6,32C,HOT,SS,16,399,1654,B,Jewell2,Palms4,Jewell2xPalms4,T.F44,1,1,0.1598,0.2647,0.396,0.2157,0.5005,0.569,16.399.1654.1,C56,JEWxPAL
S,19.04.21,12.04.21,14.04.21,A.ten,IndivCross,Juvenile,2021,T6,32C,HOT,SS,16,399,2861,A,Davies8,Davies10,Davies8xDavies10,T.F15,1,1,0.1456,0.227,0.359,0.1353,0.2843,0.524,16.399.2861.1,C91,DAVxDAV
S,19.04.21,12.04.21,14.04.21,A.ten,IndivCross,Juvenile,2021,T6,32C,HOT,SS,16,399,2934,C,Switzer4,Switzer7,Switzer4xSwitzer7,T.F12,3,1,0.126,0.223,0.435,0.1946,0.4613,0.578,16.399.2934.3,C69,SWIxSWI
S,19.04.21,12.04.21,14.04.21,A.ten,IndivCross,Juvenile,2021,T6,32C,HOT,SS,16,399,1491,D,Jewell8,Jewell2,Jewell8xJewell2,T.F1,7,1,0.1113,0.1926,0.422,0.1064,0.2201,0.517,16.399.1491.7,C74,JEWxJEW
C,19.04.21,12.04.21,14.04.21,A.ten,IndivCross,Juvenile,2021,T6,32C,HOT,SS,16,399,2914,C,Switzer6,Switzer4,Switzer6xSwitzer4,T.F9,1,1,0.1466,0.2348,0.376,0.1922,0.3917,0.509,16.399.2914.1,C93,SWIxSWI
S,19.04.21,12.04.21,14.04.21,A.ten,BulkCross,Juvenile,2021,T6,32C,HOT,SS,16,464,1234,D,Switzer6Bulk,Switzer6Bulk,Switzer6BulkxSwitzer6Bulk,Model4rep1,6*,0,0.0373,0.0838,0.556,0.0515,0.1015,0.493,16.464.1234.6*,C7,SWIxSWI
S,19.04.21,12.04.21,14.04.21,A.ten,BulkCross,Juvenile,2021,T6,32C,HOT,SS,16,464,2386,A,Switzer6Bulk,Davies6Bulk,Switzer6BulkxDavies6Bulk,Model5rep1,1,1,0.0691,0.1515,0.544,0.1324,0.2985,0.557,16.464.2386.1,C9,SWIxDAV
C,19.04.21,12.04.21,14.04.21,A.ten,IndivCross,Juvenile,2021,T6,32C,HOT,SS,16,464,2303,B,Parke4,Davies1,Parke4xDavies1,T.F21,2,1,0.125,0.1961,0.363,0.176,0.3127,0.437,16.464.2303.2,C66,PARxDAV
C,19.04.21,12.04.21,14.04.21,A.ten,BulkCross,Juvenile,2021,T6,32C,HOT,SS,16,464,2803,B,Parke6Bulk,Parke6Bulk,Parke6bulkxParke6bulk,Model2rep1,4,1,0.0588,0.099,0.406,0.124,0.2417,0.487,16.464.2803.4,C3,PARxPAR
C,19.04.21,12.04.21,14.04.21,A.ten,IndivCross,Juvenile,2021,T6,32C,HOT,SS,16,464,2877,B,Davies6,Davies1,Davies6xDavies1,T.F13,2,1,0.0917,0.1456,0.37,0.125,0.2118,0.41,16.464.2877.2,C75,DAVxDAV
C,19.04.21,12.04.21,14.04.21,A.ten,BulkCross,Juvenile,2021,T6,32C,HOT,SS,16,446,2365,A,PalmsBulk,Davies6Bulk,PalmsBulkxDavies6Bulk,Model6rep1,3,1,0.0828,0.1441,0.425,0.1221,0.25,0.512,16.446.2365.3,C13,PALxDAV
S,19.04.21,12.04.21,14.04.21,A.ten,IndivCross,Juvenile,2021,T6,32C,HOT,SS,16,446,2846,C,Parke2,Parke5,Parke2xParke5,T.F8,4,1,0.1044,0.1745,0.402,0.099,0.1966,0.496,16.446.2846.4,C90,PARxPAR
S,19.04.21,12.04.21,14.04.21,A.ten,IndivCross,Juvenile,2021,T6,32C,HOT,SS,16,446,2366,C,Switzer7,Switzer6,Switzer7xSwitzer6,T.F10,1,1,0.1544,0.2814,0.451,0.1941,0.475,0.591,16.446.2366.1,C80,SWIxSWI
S,19.04.21,12.04.21,14.04.21,A.ten,IndivCross,Juvenile,2021,T6,32C,HOT,SS,16,446,2951,C,Parke5,Davies6,Parke5xDavies6,T.F22,1,1,0.0368,0.0549,0.33,0.0824,0.1652,0.501,16.446.2951.1,C78,PARxDAV
S,19.04.21,12.04.21,14.04.21,A.ten,IndivCross,Juvenile,2021,T6,32C,HOT,SS,16,446,2330,B,Switzer7,Davies10,Switzer7xDavies10,T.F32,1,1,0.123,0.2049,0.4,0.1083,0.2108,0.486,16.446.2330.1,C67,SWIxDAV
C,19.04.21,12.04.21,14.04.21,A.ten,IndivCross,Juvenile,2021,T6,32C,HOT,SS,16,480,2827,A,Jewell2,Jewell8,Jewell2xJewell8,T.F4,1,1,0.1245,0.1907,0.347,0.077,0.1368,0.437,16.480.2827.1,C85,JEWxJEW
C,19.04.21,12.04.21,14.04.21,A.ten,IndivCross,Juvenile,2021,T6,32C,HOT,SS,16,480,1559,C,Switzer2,Davies1,Switzer2xDavies1,T.F26,5,1,0.0838,0.1377,0.391,0.126,0.2255,0.441,16.480.1559.5,C96,SWIxDAV
C,19.04.21,12.04.21,14.04.21,A.ten,IndivCross,Juvenile,2021,T6,32C,HOT,SS,16,480,1947,C,Jewell8,Palms1,Jewell8xPalms1,T.F42,4,1,0.052,0.0887,0.414,0.1074,0.1995,0.462,16.480.1947.4,C55,JEWxPAL
C,19.04.21,12.04.21,14.04.21,A.ten,IndivCross,Juvenile,2021,T6,32C,HOT,SS,16,480,1959,B,Jewell8,Palms4,Jewell8xPalms4,T.F47,4,1,0.1319,0.2162,0.39,0.1632,0.2956,0.448,16.480.1959.4,C59,JEWxPAL
C,19.04.21,12.04.21,14.04.21,A.ten,IndivCross,Juvenile,2021,T6,32C,HOT,SS,16,480,1470,D,Davies8,Davies6,Davies8xDavies6,T.F14,4,1,0.0539,0.0843,0.36,0.1093,0.2005,0.455,16.480.1470.4,C70,DAVxDAV
S,19.04.21,12.04.21,15.04.21,A.ten,IndivCross,Juvenile,2021,T6,27.5C,AMB,JEWELL,17,291,1692,B,Jewell5,Palms4,Jewell5xPalms4,T.F45,1,0,0.0069,0.0113,0,0.0216,0.0294,0,17.291.1692.1,C34,JEWxPAL
S,19.04.21,12.04.21,15.04.21,A.ten,IndivCross,Juvenile,2021,T6,27.5C,AMB,JEWELL,17,291,2747,B,Switzer7,Davies10,Switzer7xDavies10,T.F32,5,1,0.2103,0.2417,0.13,0.1632,0.2069,0.211,17.291.2747.5,C67,SWIxDAV
S,19.04.21,12.04.21,15.04.21,A.ten,IndivCross,Juvenile,2021,T6,27.5C,AMB,JEWELL,17,291,1545,B,Palms2,Palms5,Palms2xPalms5,T.F35,1,1,0.1005,0.1304,0.229,0.1167,0.1564,0.254,17.291.1545.1,C86,PALxPAL
S,19.04.21,12.04.21,15.04.21,A.ten,IndivCross,Juvenile,2021,T6,27.5C,AMB,JEWELL,17,291,2921,C,Davies6,Davies1,Davies6xDavies1,T.F13,2,1,0.0118,0.024,0,0.024,0.0422,0,17.291.2921.2,C75,DAVxDAV
C,19.04.21,12.04.21,15.04.21,A.ten,IndivCross,Juvenile,2021,T6,27.5C,AMB,JEWELL,17,291,3176,D,Jewell8,Davies1,Jewell8xDavies1,T.F17,6,1,0.0201,0.0348,0,0.0373,0.0735,0.493,17.291.3176.6,C71,JEWxDAV
C,19.04.21,12.04.21,15.04.21,A.ten,IndivCross,Juvenile,2021,T6,27.5C,AMB,JEWELL,17,366,1589,A,Jewell2,Davies8,Jewell2xDavies8,T.F20,1,1,0.1417,0.176,0.195,0.1534,0.2142,0.284,17.366.1589.1,C77,JEWxDAV
C,19.04.21,12.04.21,15.04.21,A.ten,IndivCross,Juvenile,2021,T6,27.5C,AMB,JEWELL,17,366,2849,B,Parke2,Parke5,Parke2xParke5,T.F8,2,1,0.0118,0.0221,0,0.0289,0.0662,0.563,17.366.2849.2,C90,PARxPAR
C,19.04.21,12.04.21,15.04.21,A.ten,IndivCross,Juvenile,2021,T6,27.5C,AMB,JEWELL,17,366,1417,A,Jewell8,Jewell3,Jewell8xJewell3,T.F68,1,1,0.1324,0.1608,0.177,0.274,0.3485,0.214,17.366.1417.1,C100,JEWxJEW
S,19.04.21,12.04.21,15.04.21,A.ten,IndivCross,Juvenile,2021,T6,27.5C,AMB,JEWELL,17,366,2757,A,Parke5,Davies10,Parke5xDavies10,T.F23,1,0,0.0172,0.0211,0,0.0265,0.0319,0,17.366.2757.1,C88,PARxDAV
C,19.04.21,12.04.21,15.04.21,A.ten,BulkCross,Juvenile,2021,T6,27.5C,AMB,JEWELL,17,366,2935,D,Switzer6Bulk,Davies6Bulk,Switzer6BulkxDavies6Bulk,Model5rep1,8,1,0.1833,0.2451,0.252,0.1838,0.252,0.27,17.366.2935.8,C9,SWIxDAV
S,19.04.21,12.04.21,15.04.21,A.ten,IndivCross,Juvenile,2021,T6,27.5C,AMB,JEWELL,17,460,2716,A,Davies8,Davies10,Davies8xDavies10,T.F15,1,0,0.0069,0.0113,0,0.0529,0.0975,0.457,17.460.2716.1,C91,DAVxDAV
C,19.04.21,12.04.21,15.04.21,A.ten,IndivCross,Juvenile,2021,T6,27.5C,AMB,JEWELL,17,460,2375,B,Parke5,Parke4,Parke5xParke4,T.F6,1,1,0.1,0.1157,0.136,0.1216,0.1887,0.356,17.460.2375.1,C83,PARxPAR
S,19.04.21,12.04.21,15.04.21,A.ten,IndivCross,Juvenile,2021,T6,27.5C,AMB,JEWELL,17,460,2751,D,Jewell8,Davies1,Jewell8xDavies1,T.F64,5,1,0.0034,0.0059,0,0.0093,0.0167,0,17.460.2751.5,C65,JEWxDAV
C,19.04.21,12.04.21,15.04.21,A.ten,BulkCross,Juvenile,2021,T6,27.5C,AMB,JEWELL,17,460,2345,C,Parke6Bulk,Davies6Bulk,Parke6bulkxDavies6bulk,Model3rep1,7,0,0.0034,0.0059,0,0.0093,0.0191,0,17.460.2345.7,C5,PARxDAV
S,19.04.21,12.04.21,15.04.21,A.ten,IndivCross,Juvenile,2021,T6,27.5C,AMB,JEWELL,17,460,2867,D,Switzer7,Switzer6,Switzer7xSwitzer6,T.F10,1,0,0.0059,0.0093,0,0.0108,0.0279,0,17.460.2867.1,C80,SWIxSWI
C,19.04.21,12.04.21,15.04.21,A.ten,IndivCross,Juvenile,2021,T6,27.5C,AMB,JEWELL,17,317,1283,B,Parke4,Davies1,Parke4xDavies1,T.F21,1,0,0.0044,0.0074,0,0.0127,0.0225,0,17.317.1283.1,C66,PARxDAV
C,19.04.21,12.04.21,15.04.21,A.ten,IndivCross,Juvenile,2021,T6,27.5C,AMB,JEWELL,17,317,2955,D,Davies8,Davies6,Davies8xDavies6,T.F14,7,1,0.1083,0.1392,0.222,0.1265,0.1515,0.165,17.317.2955.7,C70,DAVxDAV
S,19.04.21,12.04.21,15.04.21,A.ten,IndivCross,Juvenile,2021,T6,27.5C,AMB,JEWELL,17,317,2908,B,Switzer6,Switzer4,Switzer6xSwitzer4,T.F9,2,1,0.1569,0.1873,0.162,0.0686,0.0833,0.176,17.317.2908.2,C93,SWIxSWI
S,19.04.21,12.04.21,15.04.21,A.ten,BulkCross,Juvenile,2021,T6,27.5C,AMB,JEWELL,17,317,1253,C,Parke6Bulk,Parke6Bulk,Parke6bulkxParke6bulk,Model2rep1,4,0,0.0049,0.0064,0,0.0142,0.0191,0,17.317.1253.4,C3,PARxPAR
C,19.04.21,12.04.21,15.04.21,A.ten,IndivCross,Juvenile,2021,T6,27.5C,AMB,JEWELL,17,317,1907,B,Jewell8,Palms5,Jewell8xPalms5,T.F53,4,0,0.0426,0.0471,0,0.0436,0.0451,0,17.317.1907.4,C29,JEWxPAL
S,19.04.21,12.04.21,15.04.21,A.ten,IndivCross,Juvenile,2021,T6,27.5C,AMB,JEWELL,17,327,1643,C,Jewell7,Davies1,Jewell7xDavies1,T.F62,2,1,0.0328,0.0618,0.468,0.0588,0.1412,0.583,17.327.1643.2,C38,JEWxDAV
C,19.04.21,12.04.21,15.04.21,A.ten,IndivCross,Juvenile,2021,T6,27.5C,AMB,JEWELL,17,327,1634,C,Switzer2,Davies1,Switzer2xDavies1,T.F26,1,1,0.1373,0.1515,0.094,0.1858,0.2025,0.082,17.327.1634.1,C96,SWIxDAV
C,19.04.21,12.04.21,15.04.21,A.ten,IndivCross,Juvenile,2021,T6,27.5C,AMB,JEWELL,17,327,1949,C,Jewell8,Palms4,Jewell8xPalms4,T.F47,1,1,0.1691,0.1951,0.133,0.0946,0.1407,0.328,17.327.1949.1,C59,JEWxPAL
S,19.04.21,12.04.21,15.04.21,A.ten,IndivCross,Juvenile,2021,T6,27.5C,AMB,JEWELL,17,327,1986,B,Jewell8,Palms1,Jewell8xPalms1,T.F42,1,1,0.1735,0.2211,0.215,0.1348,0.2495,0.46,17.327.1986.1,C55,JEWxPAL
C,19.04.21,12.04.21,15.04.21,A.ten,IndivCross,Juvenile,2021,T6,27.5C,AMB,JEWELL,17,327,1695,A,Switzer2,Davies6,Switzer2xDavies6,T.F28,3*,0,0.0078,0.0127,0,0.0196,0.025,0,17.327.1695.3*,C98,SWIxDAV
S,19.04.21,12.04.21,15.04.21,A.ten,IndivCross,Juvenile,2021,T6,27.5C,AMB,JEWELL,17,340,3104,C,Jewell5,Palms5,Jewell5xPalms5,T.F51,1*,0,0.0338,0.0755,0.552,0.0642,0.1446,0.556,17.340.3104.1*,C64,JEWxPAL
C,19.04.21,12.04.21,15.04.21,A.ten,IndivCross,Juvenile,2021,T6,27.5C,AMB,JEWELL,17,340,1286,C,Switzer6,Davies1,Switzer6xDavies1,T.F29,1,1,0.1809,0.2123,0.148,0.2858,0.3544,0.194,17.340.1286.1,C68,SWIxDAV
S,19.04.21,12.04.21,15.04.21,A.ten,IndivCross,Juvenile,2021,T6,27.5C,AMB,JEWELL,17,340,1411,D,Jewell2,Jewell8,Jewell2xJewell8,T.F4,2*,0,0.0034,0.0069,0,0.0103,0.0167,0,17.340.1411.2*,C85,JEWxJEW
S,19.04.21,12.04.21,15.04.21,A.ten,IndivCross,Juvenile,2021,T6,27.5C,AMB,JEWELL,17,340,1213,A,Palms2,Davies1,Palms2xDavies1,T.F37,3*,0,0.0044,0.0074,0,0.0172,0.0191,0,17.340.1213.3*,C84,PALxDAV
S,19.04.21,12.04.21,15.04.21,A.ten,IndivCross,Juvenile,2021,T6,27.5C,AMB,JEWELL,17,340,1624,A,Jewell2,Palms4,Jewell2xPalms4,T.F44,1*,0,0.0039,0.0069,0,0.0108,0.0186,0,17.340.1624.1*,C56,JEWxPAL
S,19.04.21,12.04.21,15.04.21,A.ten,IndivCross,Juvenile,2021,T6,27.5C,AMB,JEWELL,17,302,1468,A,Davies8,Davies6,Davies8xDavies6,T.F14,1,1,0.0196,0.0387,0,0.0637,0.1539,0.586,17.302.1468.1,C70,DAVxDAV
C,19.04.21,12.04.21,15.04.21,A.ten,IndivCross,Juvenile,2021,T6,27.5C,AMB,JEWELL,17,302,2389,D,Jewell8,Davies6,Jewell8xDavies6,T.F18,6,0,0.0039,0.0064,0,0.0206,0.0392,0,17.302.2389.6,C87,JEWxDAV
S,19.04.21,12.04.21,15.04.21,A.ten,IndivCross,Juvenile,2021,T6,27.5C,AMB,JEWELL,17,302,2398,A,Parke4,Parke2,Parke4xParke2,T.F5,2,1,0.0054,0.0093,0,0.0245,0.0392,0,17.302.2398.2,C76,PARxPAR
C,19.04.21,12.04.21,15.04.21,A.ten,IndivCross,Juvenile,2021,T6,27.5C,AMB,JEWELL,17,302,1970,B,Palms4,Palms2,Palms4xPalms2,T.F33,3,1,0.1211,0.1461,0.171,0.0897,0.1176,0.238,17.302.1970.3,C94,PALxPAL
C,19.04.21,12.04.21,15.04.21,A.ten,BulkCross,Juvenile,2021,T6,27.5C,AMB,JEWELL,17,302,2388,A,Switzer6Bulk,Switzer6Bulk,Switzer6BulkxSwitzer6Bulk,Model4rep1,1,0,0.0078,0.0123,0,0.0328,0.0495,0.337,17.302.2388.1,C7,SWIxSWI
S,19.04.21,12.04.21,15.04.21,A.ten,BulkCross,Juvenile,2021,T6,27.5C,AMB,JEWELL,17,353,2742,B,PalmsBulk,Davies6Bulk,PalmsBulkxDavies6Bulk,Model6rep1,2,1,0.0735,0.0936,0.215,0.1667,0.2348,0.29,17.353.2742.2,C13,PALxDAV
S,19.04.21,12.04.21,15.04.21,A.ten,IndivCross,Juvenile,2021,T6,27.5C,AMB,JEWELL,17,353,2779,B,Davies13,Davies1,Davies13xDavies1,T.F66,2,1,0.1387,0.1578,0.121,0.1451,0.1598,0.092,17.353.2779.2,C102,DAVxDAV
C,19.04.21,12.04.21,15.04.21,A.ten,IndivCross,Juvenile,2021,T6,27.5C,AMB,JEWELL,17,353,2352,D,Jewell8,Davies13,Jewell8xDavies13,T.F65,7,1,0.2657,0.2936,0.095,0.1534,0.175,0.123,17.353.2352.7,C62,JEWxDAV
C,19.04.21,12.04.21,15.04.21,A.ten,BulkCross,Juvenile,2021,T6,27.5C,AMB,JEWELL,17,353,2374,B,Jewell(bottom),Davies6Bulk,Jewell(bottom)xDavies6bulk,Model1rep1,2,0,0.0034,0.0059,0,0.0147,0.024,0,17.353.2374.2,C1,JEWxDAV
S,19.04.21,12.04.21,15.04.21,A.ten,IndivCross,Juvenile,2021,T6,27.5C,AMB,JEWELL,17,353,1958,B,Jewell3,Palms1,Jewell3xPalms1,T.F40,1,0,0.0049,0.0103,0,0.0093,0.0098,0,17.353.1958.1,C60,JEWxPAL
S,19.04.21,12.04.21,15.04.21,A.ten,IndivCross,Juvenile,2021,T6,27.5C,AMB,JEWELL,17,341,1530,C,Jewell6,Palms4,Jewell6xPalms4,T.F43,2,1,0.0897,0.1088,0.176,0.0897,0.1324,0.322,17.341.1530.2,C39,JEWxPAL
C,19.04.21,12.04.21,15.04.21,A.ten,IndivCross,Juvenile,2021,T6,27.5C,AMB,JEWELL,17,341,2726,B,Davies1,Davies8,Davies1xDavies8,T.F16,2,1,0.1162,0.1549,0.25,0.2221,0.3108,0.285,17.341.2726.2,C82,DAVxDAV
C,19.04.21,12.04.21,15.04.21,A.ten,IndivCross,Juvenile,2021,T6,27.5C,AMB,JEWELL,17,341,1946,C,Palms5,Palms4,Palms5xPalms4,T.F34,4,1,0.1123,0.1412,0.205,0.0985,0.1926,0.489,17.341.1946.4,C79,PALxPAL
S,19.04.21,12.04.21,15.04.21,A.ten,IndivCross,Juvenile,2021,T6,27.5C,AMB,JEWELL,17,341,1477,B,Jewell8,Jewell2,Jewell8xJewell2,T.F1,1,0,0.0044,0.0078,0,0.0181,0.0279,0,17.341.1477.1,C74,JEWxJEW
S,19.04.21,12.04.21,15.04.21,A.ten,IndivCross,Juvenile,2021,T6,27.5C,AMB,JEWELL,17,276,2376,B,Switzer4,Switzer7,Switzer4xSwitzer7,T.F12,3,1,0.0172,0.0392,0,0.0275,0.0564,0.513,17.276.2376.3,C69,SWIxSWI
C,19.04.21,12.04.21,15.04.21,A.ten,IndivCross,Juvenile,2021,T6,27.5C,AMB,JEWELL,17,276,2395,B,Palms4,Davies1,Palms4xDavies1,T.F36,1,1,0.2515,0.2858,0.12,0.2711,0.3456,0.216,17.276.2395.1,C81,PALxDAV
S,19.04.21,12.04.21,15.04.21,A.ten,IndivCross,Juvenile,2021,T6,27.5C,AMB,JEWELL,17,276,2919,A,Switzer4,Davies8,Switzer4xDavies8,T.F31,1,1,0.0074,0.0147,0,0.0412,0.0917,0.551,17.276.2919.1,C72,SWIxDAV
S,19.04.21,12.04.21,15.04.21,A.ten,IndivCross,Juvenile,2021,T6,27.5C,AMB,JEWELL,17,276,1598,B,Jewell3,Davies1,Jewell3xDavies1,T.F58,1,1,0.1529,0.2103,0.273,0.1436,0.2157,0.334,17.276.1598.1,C101,JEWxDAV
S,19.04.21,12.04.21,15.04.21,A.ten,IndivCross,Juvenile,2021,T6,27.5C,AMB,JEWELL,17,276,2753,C,Jewell2,Palms1,Jewell2xPalms1,T.F39,3,0,0.0078,0.0108,0,0.0225,0.0294,0,17.276.2753.3,C30,JEWxPAL
C,19.04.21,12.04.21,15.04.21,A.ten,IndivCross,Juvenile,2021,T6,27.5C,AMB,D1,18,288,1425,A,Jewell6,Palms1,Jewell6xPalms1,T.F38,1,1,0.3647,0.425,0.142,0.324,0.5951,0.456,18.288.1425.1,C31,JEWxPAL
C,19.04.21,12.04.21,15.04.21,A.ten,IndivCross,Juvenile,2021,T6,27.5C,AMB,D1,18,288,1966,A,Jewell8,Palms4,Jewell8xPalms4,T.F47,1,1,0.2534,0.3191,0.206,0.3118,0.4966,0.372,18.288.1966.1,C78,JEWxPAL
C,19.04.21,12.04.21,15.04.21,A.ten,IndivCross,Juvenile,2021,T6,27.5C,AMB,D1,18,288,2792,A,Parke5,Davies6,Parke5xDavies6,T.F22,1,1,0.2412,0.3074,0.215,0.4167,0.6598,0.368,18.288.2792.1,C78,PARxDAV
S,19.04.21,12.04.21,15.04.21,A.ten,IndivCross,Juvenile,2021,T6,27.5C,AMB,D1,18,288,2967,D,Parke5,Davies10,Parke5xDavies10,T.F23,2,1,0.2485,0.325,0.235,0.2196,0.4054,0.458,18.288.2967.2,C88,PARxDAV
C,19.04.21,12.04.21,15.04.21,A.ten,IndivCross,Juvenile,2021,T6,27.5C,AMB,D1,18,294,1412,B,Jewell8,Jewell3,Jewell8xJewell3,T.F68,1,1,0.2221,0.2892,0.232,0.2863,0.4681,0.388,18.294.1412.1,C100,JEWxJEW
C,19.04.21,12.04.21,15.04.21,A.ten,IndivCross,Juvenile,2021,T6,27.5C,AMB,D1,18,294,1928,A,Palms4,Palms2,Palms4xPalms2,T.F33,2,1,0.2039,0.2701,0.245,0.2681,0.4064,0.34,18.294.1928.2,C94,PALxPAL
C,19.04.21,12.04.21,15.04.21,A.ten,IndivCross,Juvenile,2021,T6,27.5C,AMB,D1,18,294,1980,B,Jewell8,Palms5,Jewell8xPalms5,T.F53,4,1,0.2706,0.3578,0.244,0.3657,0.5946,0.385,18.294.1980.4,C29,JEWxPAL
C,19.04.21,12.04.21,15.04.21,A.ten,IndivCross,Juvenile,2021,T6,27.5C,AMB,D1,18,294,2891,B,Davies1,Davies8,Davies1xDavies8,T.F16,2,1,0.2559,0.3167,0.192,0.2775,0.4368,0.365,18.294.2891.2,C82,DAVxDAV
S,19.04.21,12.04.21,15.04.21,A.ten,IndivCross,Juvenile,2021,T6,27.5C,AMB,D1,18,318,1592,D,Palms2,Palms5,Palms2xPalms5,T.F35,5,1,0.1078,0.2083,0.482,0.1044,0.1985,0.474,18.318.1592.5,C86,PALxPAL
C,19.04.21,12.04.21,15.04.21,A.ten,IndivCross,Juvenile,2021,T6,27.5C,AMB,D1,18,318,2886,B,Switzer4,Davies8,Switzer4xDavies8,T.F31,2,1,0.1221,0.2338,0.478,0.125,0.198,0.369,18.318.2886.2,C72,SWIxDAV
S,19.04.21,12.04.21,15.04.21,A.ten,IndivCross,Juvenile,2021,T6,27.5C,AMB,D1,18,318,2909,D,Switzer6,Switzer4,Switzer6xSwitzer4,T.F9,6,1,0.1353,0.2294,0.41,0.1279,0.2304,0.445,18.318.2909.6,C93,SWIxSWI
