Species,CrossType,Lifestage,Year,Timepoint,Temp2,Temp,Treatment,Cone,Mom,Dad,Cross,popcross2,Family,Tank,Tank.Name,Cassette,Plate.Slide,No. juveniles on slide,Well,Recruit,IndID,Clump/Single,Survival,microPAM ,Live Coral ID Number,Area (mm^2),Coral Red Mean,Coral Green Mean,Coral Blue Mean,Coral Hue Mean,Coral Saturation Mean,Coral Brightness Mean,F microPAM,Fm' microPAM,Y(II) microPAM,popcross
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,1,SC1,384,1415,4,C,4,SC1.384.1415.4,S,1,X,0,1.279,155.318,157.386,153.651,67.873,6.817,157.575,0.0127,0.025,0,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,1,SC1,384,1415,4,D,1,SC1.384.1415.1,S,1,,0,1.145,131.014,129.742,121.326,41.147,19.824,131.614,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,1,SC1,384,1691,2,A,1,SC1.384.1691.1,S,1,,0,0.856,134.708,133.593,126.531,45.775,17.378,135.364,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,1,SC1,384,1691,2,B,2,SC1.384.1691.2,S,1,X,0,0.848,147.604,145.995,137.517,36.846,17.614,147.95,0.0172,0.0328,0,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C6,Davies8,Davies13,Davies8 x Davies13,DaviesxDavies,H.F15,1,SC1,384,3196,3,A,3,SC1.384.3196.3,S,1,X,0,0.394,132.62,129.47,119.4,39.799,25.51,132.996,0.0294,0.0578,0.492,DAVxDAV
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C6,Davies8,Davies13,Davies8 x Davies13,DaviesxDavies,H.F15,1,SC1,384,3196,3,A,2,SC1.384.3196.2,S,1,,0,0.396,152.52,152.25,145.76,40.977,11.947,153.191,,,,DAVxDAV
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C6,Davies8,Davies13,Davies8 x Davies13,DaviesxDavies,H.F15,1,SC1,384,3196,3,D,1,SC1.384.3196.1,S,1,,0,0.451,137.98,136.21,127.17,37.281,20.295,138.298,,,,DAVxDAV
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C50,Martin11,Arlington6,Martin11 x Arlington6,MartinxArlington,H.F61,1,SC1,394,1293,1,C,1,SC1.394.1293.1,S,1,X,0,0.69,148.05,147.74,141.22,48.204,13.432,149.024,0.0181,0.0353,0,MARxARL
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C112,Martin3,WOO4a,Martin3 x WOO4a,MartinxWOO,H.F3,1,SC1,394,1693,1,A,1,SC1.394.1693.1,S,1,X,0,0.591,139.11,136.74,127.99,36.064,20.752,139.533,0.0211,0.0431,0,MARxWOO
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,1,SC1,435,1243,2,A,2,SC1.435.1243.2,S,1,,0,0.462,134.41,132.55,120.71,41.678,27.815,135.129,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,1,SC1,435,1243,2,B,1,SC1.435.1243.1,S,1,X,0,0.897,141.47,139.71,130.75,42.795,21.388,142.083,0.026,0.0525,0.505,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C14,PAL5,Martin15,PAL5 x Martin15,PALxMartin,H.F103,1,SC1,435,2314,1,B,1,SC1.435.2314.1,S,1,X,1,0.8313,151.2985,153.4173,148.7729,65.3944,8.4088,153.6475,0.0113,0.0216,0,PALxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C76,Davies8,Martin14,Davies8 x Martin14,DaviesxMartin,H.F45,1,SC1,435,2397,1,D,1,SC1.435.2397.1,S,1,X,0,0.53,143.52,143.11,134.41,41.052,17.006,144.219,0.0162,0.0289,0,DAVxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C67,Davies16,Davies17,Davies16 x Davies17,DaviesxDavies,H.F83,1,SC1,494,1463,1,B,1,SC1.494.1463.1,S,1,X,0,1.143,156.51,157.73,153.74,59.611,7.013,158.136,0.0201,0.0407,0,DAVxDAV
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C119,Martin9,Martin14,Martin9 x Martin14,MartinxMartin,H.F90,1,SC1,494,1684,2,B,2,SC1.494.1684.2,C,1,,0,1.198,157.03,155.2,147.69,37.01,15.473,157.304,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C119,Martin9,Martin14,Martin9 x Martin14,MartinxMartin,H.F90,1,SC1,494,1684,2,C,1,SC1.494.1684.1,S,1,X,0,1.145,160.82,160.79,155.29,42.009,9.713,161.652,0.0176,0.0299,0,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C56,Martin11,Martin14,Martin11 x Martin14,MartinxMartin,H.F20,1,SC1,494,2394,2,A,1,SC1.494.2394.1,S,1,X,0,0.941,153.27,154.68,152.08,74.541,5.886,155.093,0.0162,0.0304,0,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C56,Martin11,Martin14,Martin11 x Martin14,MartinxMartin,H.F20,1,SC1,494,2394,2,B,2,SC1.494.2394.2,S,1,,0,0.894,150.922,151.98,148.385,63.627,7.14,152.449,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C10,Davies15,Davies16,Davies15 x Davies16,DaviesxDavies,H.F82,1,SC1,502,1204,1,D,1,SC1.502.1204.1,S,1,X,1,0.3343,125.3382,124.683,115.967,40.4941,20.0482,126.033,0.0216,0.0417,0,DAVxDAV
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C126,Davies14,Martin17,Davies14 x Martin17,DaviesxMartin,H.F42,1,SC1,652,2720,1,C,1,SC1.652.2720.1,S,1,X,0,0.172,134.692,132.858,121.68,36.607,24.494,134.879,0.0211,0.0407,0,DAVxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C53,WOO4,Martin3,WOO4 x Martin3,WOOxMartin,H.F1,1,SC1,652,2841,1,B,1,SC1.652.2841.1,S,1,X,0,0.987,148.656,148.717,144.718,52.701,8.317,149.604,0.0142,0.0275,0,WOOxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C76,Davies8,Martin14,Davies8 x Martin14,DaviesxMartin,H.F45,2,SC2,366,2920,1,D,1,SC2.366.2920.1,S,1,X,0,0.351,146.413,142.57,131.762,31.362,25.37,146.422,0.023,0.0466,0,DAVxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C56,Martin11,Martin14,Martin11 x Martin14,MartinxMartin,H.F20,2,SC2,366,2980,1,B,1,SC2.366.2980.1,S,1,X,0,0.557,154.413,150.11,140.414,30.292,23.01,154.479,0.0167,0.0309,0,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C112,Martin3,WOO4a,Martin3 x WOO4a,MartinxWOO,H.F3,2,SC2,398,2398,2,A,1,SC2.398.2398.1,S,1,X,1,0.9832,147.9663,144.6,136.4617,31.6914,19.578,148.1639,0.0142,0.027,0,MARxWOO
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C112,Martin3,WOO4a,Martin3 x WOO4a,MartinxWOO,H.F3,2,SC2,398,2398,2,C,2,SC2.398.2398.2,S,1,,2,0.6235,130.0655,129.5928,124.4317,51.9292,12.8502,130.9773,,,,MARxWOO
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C56,Martin11,Martin14,Martin11 x Martin14,MartinxMartin,H.F20,2,SC2,398,2753,2,A,1,SC2.398.2753.1,S,1,X,0,0.724,141.775,139.622,129.373,35.309,22.453,141.957,0.0157,0.0284,0,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C56,Martin11,Martin14,Martin11 x Martin14,MartinxMartin,H.F20,2,SC2,398,2753,2,D,2,SC2.398.2753.2,S,1,,2,0.6805,147.097,145.6817,138.0886,36.597,15.6197,147.3744,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C67,Davies16,Davies17,Davies16 x Davies17,DaviesxDavies,H.F83,2,SC2,398,2795,1,B,1,SC2.398.2795.1,S,1,X,0,0.437,142.448,137.677,120.457,33.13,39.054,142.457,0.0162,0.0294,0,DAVxDAV
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C14,PAL5,Martin15,PAL5 x Martin15,PALxMartin,H.F103,2,SC2,414,1208,1,A,1,SC2.414.1208.1,S,0,X,,,,,,,,,,,,PALxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C6,Davies8,Davies13,Davies8 x Davies13,DaviesxDavies,H.F15,2,SC2,414,1234,2,A,3,SC2.414.1234.3,S,1,,0,0.133,148.057,143.527,137.952,24.701,16.962,148.088,,,,DAVxDAV
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C6,Davies8,Davies13,Davies8 x Davies13,DaviesxDavies,H.F15,2,SC2,414,1234,2,B,2,SC2.414.1234.2,S,1,,0,0.228,128.422,126.774,115.629,39.918,26.416,128.952,,,,DAVxDAV
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C6,Davies8,Davies13,Davies8 x Davies13,DaviesxDavies,H.F15,2,SC2,414,1234,2,C,1,SC2.414.1234.1,S,1,X,0,0.4,125.625,115.858,104.076,22.53,43.534,125.625,0.0127,0.0225,0,DAVxDAV
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C76,Davies8,Martin14,Davies8 x Martin14,DaviesxMartin,H.F45,2,SC2,414,2380,2,A,2,SC2.414.2380.2,S,1,,0,0.319,133.24,132.825,126.079,42.445,14.955,134.004,,,,DAVxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C76,Davies8,Martin14,Davies8 x Martin14,DaviesxMartin,H.F45,2,SC2,414,2380,2,D,1,SC2.414.2380.1,S,1,X,0,0.358,135.517,128.947,114.139,29.884,40.187,135.526,0.0255,0.051,0.5,DAVxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C50,Martin11,Arlington6,Martin11 x Arlington6,MartinxArlington,H.F61,2,SC2,439,1482,2,A,1,SC2.439.1482.1,S,1,X,0,0.718,139.305,139.265,135.107,61.492,10.637,140.589,0.0299,0.0549,0.455,MARxARL
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C50,Martin11,Arlington6,Martin11 x Arlington6,MartinxArlington,H.F61,2,SC2,439,1482,2,A,2,SC2.439.1482.2,S,1,,2,0.8988,137.1309,134.6731,127.0307,32.3215,18.6831,137.28,,,,MARxARL
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,2,SC2,439,1951,5,A,3,SC2.439.1951.3,S,1,X,0,1.12,153.551,154.149,149.979,55.054,7.964,154.789,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,2,SC2,439,1951,5,A,2,SC2.439.1951.2,C,1,,2,1.1989,151.6203,152.912,150.0735,69.8567,5.8937,153.3085,0.0137,0.026,0,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,2,SC2,439,1951,5,B,5,SC2.439.1951.5,S,1,,0,1.218,159.111,159.053,152.788,42.37,11.203,159.978,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,2,SC2,439,1951,5,D,1,SC2.439.1951.1,S,1,,0,0.896,140.524,139.31,131.418,38.085,17.2,141.038,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,2,SC2,439,1951,5,D,4,SC2.439.1951.4,S,1,,4,1.0476,151.8093,152.6019,148.9281,57.0872,6.8525,153.1077,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C53,WOO4,Martin3,WOO4 x Martin3,WOOxMartin,H.F1,2,SC2,439,2840,1,B,1,SC2.439.2840.1,S,1,,0,0.582,142.894,143.989,141.275,67.742,5.923,144.427,0.0172,0.0284,0,WOOxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,2,SC2,480,2949,5,A,4,SC2.480.2949.4,S,1,,0,0.741,143.517,143.872,139.91,59.524,8.678,144.67,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,2,SC2,480,2949,5,A,2,SC2.480.2949.2,S,1,,0,0.72,146.839,144.314,135.586,37.429,20.115,147.237,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,2,SC2,480,2949,5,B,1,SC2.480.2949.1,S,1,,0,1.071,145.503,144.844,137.387,51.792,16.643,146.449,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,2,SC2,480,2949,5,C,5,SC2.480.2949.5,S,1,,0,0.634,144.547,144.543,141.253,55.572,7.406,145.454,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,2,SC2,480,2949,5,D,3,SC2.480.2949.3,S,1,X,0,1.147,143.687,139.18,131.43,27.896,21.346,143.75,0.0172,0.0343,0,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C48,Davies6,Martin2,Davies6 x Martin2,DaviesxMartin,H.F87,2,SC2,480,2950,2,A,1,SC2.480.2950.1,S,1,,0,0.755,151.854,146.847,131.625,33.354,34.269,151.953,,,,DAVxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C48,Davies6,Martin2,Davies6 x Martin2,DaviesxMartin,H.F87,2,SC2,480,2950,2,A,2,SC2.480.2950.2,S,1,X,0,0.533,152.041,147.303,131.86,33.464,33.785,152.1,0.0186,0.0368,0,DAVxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,2,SC2,484,2989,2,C,2,SC2.484.2989.2,S,1,,0,0.907,137.635,136.919,129.576,48.104,16.164,138.321,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,2,SC2,484,2989,2,B,1,SC2.484.2989.1,S,1,X,0,0.778,135.829,135.21,129.944,47.31,12.637,136.543,0.0255,0.0529,0.519,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C103,Davies12,Martin15,Davies12 x Martin15,DaviesxMartin,H.F102,2,SC2,484,2998,1,D,1,SC2.484.2998.1,S,1,X,0,0.273,138.56,133.45,114.74,33.136,43.625,138.589,0.025,0.0485,0.485,DAVxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C67,Davies16,Davies17,Davies16 x Davies17,DaviesxDavies,H.F83,2,SC2,625,2842,1,D,1,SC2.625.2842.1,S,1,X,0,0.745,140.363,140.356,133.346,47.205,14.264,141.347,0.0201,0.0368,0,DAVxDAV
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C82,Davies10,Martin17,Davies10 x Martin17,DaviesxMartin,H.F39,2,SC2,625,2975,2,A,1,SC2.625.2975.1,S,1,X,1,0.905,142.99,139.4206,130.998,30.5897,20.9854,143.0681,0.0123,0.026,0,DAVxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C82,Davies10,Martin17,Davies10 x Martin17,DaviesxMartin,H.F39,2,SC2,625,2975,2,C,2,SC2.625.2975.2,S,1,,0,0.672,150.834,150.537,146.307,45.849,8.448,151.539,,,,DAVxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C10,Davies15,Davies16,Davies15 x Davies16,DaviesxDavies,H.F82,2,SC2,692,1901,1,D,1,SC2.692.1901.1,S,1,X,0,0.498,132.293,132.871,127.053,48.762,12.043,133.533,0.0172,0.0348,0,DAVxDAV
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C119,Martin9,Martin14,Martin9 x Martin14,MartinxMartin,H.F90,2,SC2,692,1980,1,B,1,SC2.692.1980.1,S,1,X,0,1.057,161.883,162.859,158.208,53.841,7.963,163.389,0.0098,0.0142,0,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C11,Martin17,Davies7,Martin17 x Davies7,MartinxDavies,H.F68,2,SC2,692,1994,1,C,1,SC2.692.1994.1,S,1,X,0,0.452,141.211,140.149,131.935,37.942,17.018,141.584,0.0162,0.0328,0,MARxDAV
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,2,SC2,709,1513,3,B,1,SC2.709.1513.1,S,1,,0,1.051,169.648,162.318,148.225,31.705,33.63,169.702,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,2,SC2,709,1513,3,C,3,SC2.709.1513.3,S,1,,0,1.024,155.168,152.229,143.218,32.658,19.456,155.268,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,2,SC2,709,1513,3,C,2,SC2.709.1513.2,S,1,X,0,1.003,160.897,158.504,149.389,38.763,19.443,161.267,0.026,0.051,0.49,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C95,Martin15,Davies12,Martin15 x Davies12,MartinxDavies,H.F75,2,SC2,709,2886,3,A,3,SC2.709.2886.3,S,1,,0,0.203,157.266,153.182,138.558,33.859,30.751,157.336,,,,MARxDAV
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C95,Martin15,Davies12,Martin15 x Davies12,MartinxDavies,H.F75,2,SC2,709,2886,3,B,2,SC2.709.2886.2,S,1,,0,0.314,134.027,134.452,131.02,55.639,7.734,135.137,,,,MARxDAV
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C95,Martin15,Davies12,Martin15 x Davies12,MartinxDavies,H.F75,2,SC2,709,2886,3,D,1,SC2.709.2886.1,S,1,X,0,0.748,138.184,136.55,129.272,42.233,17.379,138.669,0.0333,0.0672,0.504,MARxDAV
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C6,Davies8,Davies13,Davies8 x Davies13,DaviesxDavies,H.F15,3,SC3,276,2369,2,B,1,SC3.276.2369.1,S,1,X,0,0.202,121.598,116.972,112.322,29.978,19.836,121.664,0.0142,0.0284,0,DAVxDAV
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C6,Davies8,Davies13,Davies8 x Davies13,DaviesxDavies,H.F15,3,SC3,276,2369,2,C,2,SC3.276.2369.2,C,1,X,0,0.567,134.329,134.031,127.411,44.37,14.693,135.199,0.0191,0.0373,0,DAVxDAV
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C50,Martin11,Arlington6,Martin11 x Arlington6,MartinxArlington,H.F61,3,SC3,365,1483,1,B,1,SC3.365.1483.1,C,1,X,0,1.217,153.263,152.269,146.593,46.551,12.227,153.955,0.0172,0.0309,0,MARxARL
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C76,Davies8,Martin14,Davies8 x Martin14,DaviesxMartin,H.F45,3,SC3,365,2364,2,B,1,SC3.365.2364.1,S,1,X,0,0.446,141.12,134.609,115.814,31.587,45.812,141.129,0.0083,0.026,0,DAVxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C76,Davies8,Martin14,Davies8 x Martin14,DaviesxMartin,H.F45,3,SC3,365,2364,2,C,2,SC3.365.2364.2,S,1,,0,0.629,145.077,143.056,133.574,35.752,20.603,145.339,,,,DAVxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C82,Davies10,Martin17,Davies10 x Martin17,DaviesxMartin,H.F39,3,SC3,365,2880,1,B,1,SC3.365.2880.1,S,1,X,0,0.43,135.769,130.393,116.297,30.764,36.456,135.776,0.0211,0.0412,0,DAVxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C95,Martin15,Davies12,Martin15 x Davies12,MartinxDavies,H.F75,3,SC3,421,1296,1,A,1,SC3.421.1296.1,S,1,X,0,0.36,141.794,143.199,137.644,55.92,10.351,143.586,0.0152,0.0289,0,MARxDAV
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C119,Martin9,Martin14,Martin9 x Martin14,MartinxMartin,H.F90,3,SC3,421,1491,3,B,2,SC3.421.1491.2,S,1,,0,1.394,148.042,149.929,146.093,75.972,8.716,150.353,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C119,Martin9,Martin14,Martin9 x Martin14,MartinxMartin,H.F90,3,SC3,421,1491,3,C,1,SC3.421.1491.1,S,1,,0,0.658,140.344,141.505,137.325,60.467,8.523,141.964,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C119,Martin9,Martin14,Martin9 x Martin14,MartinxMartin,H.F90,3,SC3,421,1491,3,C,3,SC3.421.1491.3,S,1,X,0,0.592,129.597,130.05,124.306,48.338,12.736,130.819,0.0216,0.0407,0,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C56,Martin11,Martin14,Martin11 x Martin14,MartinxMartin,H.F20,3,SC3,464,1935,2,A,1,SC3.464.1935.1,S,1,X,0,0.807,145.351,147.874,145.826,93.393,6.877,148.273,0.0279,0.0583,0.521,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C56,Martin11,Martin14,Martin11 x Martin14,MartinxMartin,H.F20,3,SC3,464,1935,2,D,2,SC3.464.1935.2,S,1,,0,0.605,129.759,128.648,119.548,44.111,22.043,130.59,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,3,SC3,464,2862,3,A,2,SC3.464.2862.2,S,1,,0,1.07,141.786,135.803,121.463,30.649,37.745,141.832,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,3,SC3,464,2862,3,C,3,SC3.464.2862.3,S,1,X,0,0.78,124.39,124.395,114.901,43.984,21.731,125.404,0.0118,0.0221,0,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,3,SC3,464,2862,3,D,1,SC3.464.2862.1,S,1,,0,0.428,124.366,118.931,97.317,35.468,55.476,124.547,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C76,Davies8,Martin14,Davies8 x Martin14,DaviesxMartin,H.F45,3,SC3,464,2865,3,A,2,SC3.464.2865.2,S,1,,0,0.595,143.392,145.887,141.939,75.839,8.502,146.1,,,,DAVxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C76,Davies8,Martin14,Davies8 x Martin14,DaviesxMartin,H.F45,3,SC3,464,2865,3,C,3,SC3.464.2865.3,S,1,,0,0.723,152.228,151.581,143.706,46.412,16.354,153.098,,,,DAVxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C76,Davies8,Martin14,Davies8 x Martin14,DaviesxMartin,H.F45,3,SC3,464,2865,3,C,1,SC3.464.2865.1,S,1,X,0,0.528,136.052,137.438,132.01,58.271,11.174,137.889,0.0206,0.0422,0,DAVxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C42,Martin2,Davies12,Martin2 x Davies12,MartinxDavies,H.F76,3,SC3,478,1430,1,D,1,SC3.478.1430.1,S,1,X,0,0.39,137.5,140.41,137.064,80.908,7.509,140.508,0.027,0.0495,0.455,MARxDAV
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C112,Martin3,WOO4a,Martin3 x WOO4a,MartinxWOO,H.F3,3,SC3,478,1540,1,B,1,SC3.478.1540.1,S,1,X,0,0.881,122.195,116.347,96.905,33.926,55.242,122.311,0.0152,0.0255,0,MARxWOO
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,3,SC3,478,2812,2,C,1,SC3.478.2812.1,S,1,X,0,0.754,120.994,117.327,112.2,36.891,19.514,121.238,0.023,0.0446,0,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,3,SC3,478,2812,2,C,2,SC3.478.2812.2,S,1,,0,0.558,146.436,143.389,138.562,49.679,15.382,146.831,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C56,Martin11,Martin14,Martin11 x Martin14,MartinxMartin,H.F20,3,SC3,644,1421,1,B,1,SC3.644.1421.1,S,1,X,0,0.603,151.636,149.362,136.78,36.933,25.589,151.937,0.0275,0.0515,0.467,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C130,Davies13,Davies8,Davies13 x Davies8,DaviesxDavies,H.F26,3,SC3,644,2856,2,B,2,SC3.644.2856.2,S,1,X,0,0.616,131.243,125.651,106.125,34.48,50.082,131.365,0.0245,0.0461,0,DAVxDAV
A. hyacinthus,IndivCross,Juvenile,2022,3,27.5,AMB,SED,C130,Davies13,Davies8,Davies13 x Davies8,DaviesxDavies,H.F26,3,SC3,644,2856,2,C,1,SC3.644.2856.1,S,1,,0,0.684,145.282,145.632,138.697,46.096,13.11,146.376,,,,DAVxDAV
